,scenario,num_agents,Length,Success,Time
1071,random-64-64-10-random-20,2,58.62741699796952,True,0.039472643
1072,Berlin_1_256-random-18,2,273.1248916810278,True,0.656678991
1073,orz900d-random-2,10,,False,
1074,maze-128-128-10-random-23,15,,False,1.198707684
1075,den312d-random-17,10,,False,
1076,empty-8-8-random-1,10,48.55634918610404,True,0.057619142
1077,maze-128-128-10-random-12,20,,False,4.855048239
1078,maze-32-32-4-random-16,4,175.254833995939,True,0.064826444
1079,empty-8-8-random-21,10,40.79898987322333,True,0.076258889
1080,ht_mansion_n-random-5,20,,False,
1081,orz900d-random-14,2,,False,
1082,warehouse-10-20-10-2-1-random-16,15,1130.3797256769672,True,0.936593188
1083,empty-16-16-random-9,10,,False,5.24463821
1084,lak303d-random-10,10,2297.1748904055858,True,2.8761306060000003
1085,warehouse-10-20-10-2-2-random-15,20,,False,
1086,random-64-64-20-random-14,4,,False,2.305457151
1087,warehouse-20-40-10-2-2-random-20,15,,False,2.966858868
1088,random-32-32-20-random-11,10,,False,2.033431389
1089,random-64-64-10-random-15,20,,False,
1090,random-64-64-20-random-17,4,64.4558441227157,True,0.070552392
1091,den312d-random-12,20,,False,
1092,Berlin_1_256-random-24,4,,False,0.652413434
1093,maze-128-128-2-random-12,15,,False,
1094,ht_chantry-random-21,2,236.28427124746187,True,0.16675898
1095,maze-32-32-4-random-2,2,62.0416305603426,True,0.022029514
1096,Paris_1_256-random-1,4,,False,0.549175968
1097,room-32-32-4-random-20,10,,False,2.818102025
1098,den312d-random-9,2,82.24264068711928,True,0.048463327
1099,warehouse-10-20-10-2-1-random-23,4,269.870057685089,True,0.128956295
1100,maze-32-32-4-random-22,10,,False,3.117336663
1101,Berlin_1_256-random-10,15,,False,0.974530643
1102,warehouse-20-40-10-2-2-random-2,20,,False,
1103,lak303d-random-1,4,575.4701294725891,True,0.681211621
1104,random-32-32-10-random-16,20,,False,
1105,maze-128-128-10-random-19,2,,False,0.131433999
1106,ost003d-random-4,4,642.9137802864848,True,0.654702788
1107,Boston_0_256-random-13,2,313.3086578651014,True,0.397326372
1108,maze-32-32-2-random-9,15,,False,5.277744744
1109,random-64-64-20-random-9,2,123.91168824543138,True,0.064876256
1110,empty-8-8-random-23,4,14.242640687119284,True,0.006206757
1111,den520d-random-6,15,,False,
1112,w_woundedcoast-random-5,4,1391.195092941119,True,3.734742185
1113,Berlin_1_256-random-21,2,,False,0.259740908
1114,maze-128-128-1-random-17,15,,False,6.780938223
1115,random-64-64-20-random-25,10,368.9360748630709,True,0.245921379
1116,w_woundedcoast-random-12,2,,False,2.316904472
1117,random-64-64-20-random-9,4,179.61017305526636,True,0.099317693
1118,warehouse-10-20-10-2-1-random-20,20,,False,
1119,maze-128-128-1-random-17,2,,True,1.48663017
1120,room-64-64-16-random-19,15,,False,5.505222596
1121,maze-32-32-2-random-24,20,,False,
1122,random-64-64-20-random-23,2,51.941125496954285,True,0.041084908
1123,orz900d-random-25,15,,False,
1124,Boston_0_256-random-2,15,,False,1.66806215
1125,Berlin_1_256-random-2,10,,False,1.7056435840000002
1126,Berlin_1_256-random-1,4,361.9949493661166,True,0.508662553
1127,ost003d-random-20,20,,False,
1128,warehouse-10-20-10-2-2-random-23,20,,False,
1129,maze-128-128-2-random-8,20,,False,
1130,brc202d-random-23,2,747.0315292925768,True,2.182754801
1131,random-32-32-20-random-25,4,109.94112549695427,True,0.033985736
1132,empty-32-32-random-9,10,185.92388155425124,True,0.089723526
1133,maze-128-128-1-random-19,15,,False,
1134,random-32-32-20-random-23,20,,False,
1135,empty-48-48-random-9,2,42.82842712474619,True,0.012763594
1136,room-32-32-4-random-3,2,51.485281374238575,True,0.015350058
1137,den520d-random-15,20,,False,
1138,lt_gallowstemplar_n-random-21,2,195.79898987322332,True,0.251748967
1139,lt_gallowstemplar_n-random-23,4,276.7106781186547,True,0.403235014
1140,den312d-random-21,15,,False,
1141,Boston_0_256-random-8,2,204.2203461105326,True,0.453934552
1142,w_woundedcoast-random-15,20,,False,
1143,maze-32-32-4-random-24,10,,False,3.250471392
1144,maze-128-128-2-random-7,15,,False,
1145,w_woundedcoast-random-9,15,,False,
1146,ost003d-random-14,20,,False,
1147,random-32-32-10-random-7,10,197.71067811865478,True,0.08635366
1148,den520d-random-25,15,2626.0743853421964,True,5.270143632
1149,brc202d-random-9,20,,False,
1150,room-64-64-16-random-21,15,,False,
1151,random-32-32-10-random-16,4,71.74011537017763,True,0.027122366
1152,ht_mansion_n-random-25,10,824.4650788387048,True,1.5305415020000002
1153,empty-16-16-random-17,10,,False,3.516739292
1154,lt_gallowstemplar_n-random-12,4,428.622366364086,True,0.507133517
1155,den520d-random-25,2,406.5218613006983,True,0.642081522
1156,random-32-32-20-random-22,10,223.92388155425118,True,0.19882152
1157,Berlin_1_256-random-23,2,,False,0.518573172
1158,maze-128-128-2-random-11,2,699.9949493661172,True,0.480368425
1159,empty-32-32-random-18,10,205.30865786510145,True,0.091359474
1160,lak303d-random-6,10,,False,
1161,orz900d-random-20,10,,False,
1162,warehouse-20-40-10-2-1-random-3,10,1945.0020920410543,True,2.14774864
1163,empty-8-8-random-11,15,,False,0.641088637
1164,empty-32-32-random-3,10,181.3797256769669,True,0.066169219
1165,room-64-64-8-random-22,4,213.05382386916233,True,0.078846412
1166,orz900d-random-20,4,,False,
1167,room-32-32-4-random-5,10,252.91168824543144,True,0.094294842
1168,warehouse-20-40-10-2-2-random-14,20,,False,
1169,room-64-64-8-random-15,4,169.56854249492375,True,0.072649132
1170,lak303d-random-20,10,,False,
1171,den520d-random-3,20,,False,8.992692745
1172,maze-128-128-1-random-24,4,,True,1.7137443810000001
1173,random-32-32-20-random-10,4,75.45584412271573,True,0.025314009
1174,den520d-random-12,2,,False,0.449353357
1175,empty-8-8-random-7,2,12.414213562373096,True,0.002023724
1176,Berlin_1_256-random-2,4,,False,0.557565409
1177,room-64-64-8-random-20,2,138.69848480983495,True,0.133711396
1178,ht_chantry-random-22,15,,False,
1179,ht_chantry-random-22,10,,False,
1180,Paris_1_256-random-23,20,,False,6.818935637
1181,warehouse-10-20-10-2-1-random-17,15,,False,
1182,empty-32-32-random-25,2,25.970562748477146,True,0.088109085
1183,Paris_1_256-random-1,20,,False,6.896976845
1184,random-64-64-10-random-12,2,76.62741699796953,True,0.060540701
1185,den520d-random-20,15,,False,
1186,maze-32-32-2-random-3,10,,False,3.57911363
1187,warehouse-10-20-10-2-2-random-19,15,1331.1442276647842,True,1.394747344
1188,lt_gallowstemplar_n-random-6,4,,False,
1189,warehouse-10-20-10-2-1-random-12,2,251.91168824543152,True,0.094043772
1190,random-64-64-20-random-18,10,428.2914139223982,True,0.23934348
1191,lak303d-random-9,15,,False,
1192,maze-128-128-10-random-20,10,,False,0.364152303
1193,warehouse-20-40-10-2-1-random-4,4,660.0832611206854,True,0.467452483
1194,den520d-random-2,15,2048.079435976079,True,4.173019292
1195,maze-128-128-2-random-10,2,953.4335495461303,True,1.0530735390000001
1196,ht_chantry-random-8,10,591.9777054234133,True,0.518543414
1197,warehouse-20-40-10-2-2-random-18,4,558.2964645562816,True,0.963213604
1198,warehouse-20-40-10-2-2-random-25,4,,False,1.073364394
1199,brc202d-random-2,15,,False,6.776854396
1200,Boston_0_256-random-16,20,,False,6.972004625
1201,room-64-64-16-random-7,10,,False,5.276430669
1202,warehouse-10-20-10-2-2-random-5,10,1137.416305603426,True,0.893218017
1203,Paris_1_256-random-13,4,,False,0.43062284
1204,random-32-32-20-random-20,10,,False,2.892714953
1205,brc202d-random-23,10,,False,6.165732245
1206,empty-48-48-random-5,4,125.61017305526642,True,0.052249526
1207,random-32-32-10-random-24,4,68.42640687119287,True,0.282043392
1208,den312d-random-15,4,272.98275605729685,True,0.143952889
1209,random-32-32-20-random-6,2,18.899494936611667,True,0.010816988
1210,warehouse-20-40-10-2-1-random-14,15,2485.2985565973354,True,2.041288211
1211,ost003d-random-16,15,1982.9688296449242,True,3.27061184
1212,maze-32-32-4-random-18,15,,False,1.271965701
1213,warehouse-20-40-10-2-1-random-1,4,774.793939239341,True,0.522504341
1214,maze-32-32-4-random-17,4,172.18376618407353,True,0.072721114
1215,maze-32-32-2-random-20,15,,False,5.329676407
1216,room-64-64-8-random-7,10,,False,8.251727615
1217,Boston_0_256-random-24,4,,False,0.642095867
1218,empty-32-32-random-22,2,21.72792206135786,True,0.007526809
1219,warehouse-20-40-10-2-2-random-8,10,,False,2.174612787
1220,empty-8-8-random-14,20,,False,1.3730540150000001
1221,ost003d-random-24,20,,False,
1222,w_woundedcoast-random-18,10,,False,6.052550833
1223,orz900d-random-20,15,,False,
1224,warehouse-20-40-10-2-2-random-25,15,,False,2.792883876
1225,empty-48-48-random-10,15,410.47518010647195,True,0.162609269
1226,room-64-64-16-random-2,2,88.1543289325507,True,0.041420301
1227,Berlin_1_256-random-16,15,,False,1.13871877
1228,brc202d-random-21,10,,False,6.063137929
1229,random-32-32-10-random-12,4,58.5269119345812,True,0.026210606
1230,random-32-32-20-random-17,2,23.656854249492383,True,0.012935901
1231,maze-128-128-1-random-15,10,,False,
1232,empty-32-32-random-12,2,48.21320343559643,True,0.012596158
1233,random-64-64-20-random-22,4,152.84062043356593,True,0.089756093
1234,maze-32-32-4-random-2,10,,False,
1235,maze-128-128-10-random-1,4,,False,0.157419748
1236,warehouse-10-20-10-2-1-random-21,4,326.59797974644675,True,0.132784657
1237,random-64-64-20-random-13,4,159.9116882454314,True,0.099527681
1238,maze-32-32-2-random-10,15,,False,
1239,room-64-64-16-random-1,10,,False,
1240,random-32-32-10-random-25,4,63.87005768508881,True,0.062060121
1241,Boston_0_256-random-16,10,,False,0.853011671
1242,w_woundedcoast-random-25,15,,False,
1243,ost003d-random-14,2,105.01219330881975,True,0.141892172
1244,ht_chantry-random-22,4,438.3919189857869,True,0.421081351
1245,maze-32-32-2-random-9,20,,False,
1246,brc202d-random-18,20,,False,
1247,random-32-32-20-random-4,20,,False,
1248,orz900d-random-18,2,,False,
1249,Berlin_1_256-random-19,2,,False,0.33146896
1250,warehouse-20-40-10-2-1-random-4,20,,False,
1251,random-32-32-10-random-15,15,308.5929291125634,True,0.23553655
1252,w_woundedcoast-random-24,20,,False,
1253,random-32-32-10-random-3,15,,False,2.690537015
1254,orz900d-random-17,2,,False,
1255,maze-32-32-4-random-4,4,176.254833995939,True,0.034144032
1256,empty-32-32-random-14,20,,False,
1257,maze-128-128-2-random-17,2,1205.6467529817269,True,1.123243109
1258,lak303d-random-11,15,1687.947401620114,True,2.962060021
1259,Boston_0_256-random-14,4,,False,0.569761623
1260,empty-8-8-random-7,20,,False,1.60029021
1261,warehouse-20-40-10-2-2-random-2,4,,False,
1262,maze-128-128-2-random-22,2,1423.1442276647856,True,1.636664461
1263,random-64-64-10-random-21,10,423.74725804511405,True,0.276313379
1264,empty-48-48-random-14,15,364.5706345359768,True,0.151088469
1265,lak303d-random-1,15,2250.199277023224,True,4.210241371
1266,empty-48-48-random-18,20,,False,2.454789559
1267,warehouse-20-40-10-2-2-random-5,2,255.91168824543132,True,0.477279685
1268,ost003d-random-25,4,428.3746750430836,True,0.484743082
1269,ost003d-random-8,10,1340.6336931211301,True,1.777136927
1270,empty-16-16-random-15,20,,False,
1271,empty-32-32-random-24,4,35.38477631085024,True,0.01149331
1272,empty-8-8-random-19,20,,False,1.445301875
1273,room-32-32-4-random-10,20,,False,
1274,maze-128-128-2-random-21,4,,False,
1275,random-64-64-10-random-2,4,120.38477631085024,True,0.087884008
1276,maze-128-128-1-random-16,4,,True,0.591787481
1277,empty-8-8-random-6,10,,False,1.239230138
1278,ht_mansion_n-random-12,2,295.9188309203678,True,0.267962557
1279,maze-128-128-10-random-5,4,,False,0.242296418
1280,ht_mansion_n-random-16,15,1394.7321061434634,True,1.6767175779999999
1281,room-32-32-4-random-25,10,245.3259018078045,True,0.074992781
1282,maze-32-32-2-random-14,15,,False,5.992980565
1283,warehouse-20-40-10-2-2-random-8,4,556.9533188057741,True,1.033988715
1284,den312d-random-2,15,573.1198410471444,True,0.573351857
1285,warehouse-20-40-10-2-2-random-18,2,240.42640687119285,True,0.443829685
1286,ht_mansion_n-random-22,4,472.3036072312179,True,0.586756284
1287,random-64-64-20-random-17,20,,False,
1288,w_woundedcoast-random-7,4,,False,3.309230753
1289,room-64-64-8-random-18,15,,False,
1290,ht_mansion_n-random-21,15,1275.9036790187174,True,2.042928145
1291,brc202d-random-7,15,,False,
1292,orz900d-random-5,10,,False,
1293,den312d-random-4,2,91.69848480983498,True,0.055253147
1294,Boston_0_256-random-18,15,,False,1.525934541
1295,maze-128-128-2-random-2,10,,False,
1296,maze-128-128-2-random-4,20,,False,
1297,warehouse-20-40-10-2-1-random-3,4,730.3797256769676,True,0.59505501
1298,den312d-random-4,15,573.0071426749364,True,0.363054614
1299,orz900d-random-12,2,,False,
1300,den312d-random-25,4,269.3259018078045,True,0.17291442
1301,maze-32-32-4-random-22,4,164.94112549695424,True,0.182888809
1302,w_woundedcoast-random-20,10,,False,7.408982511
1303,lak303d-random-18,2,527.0609665440995,True,0.47177297
1304,Boston_0_256-random-18,2,254.86500705120545,True,0.318092001
1305,empty-16-16-random-20,10,102.84062043356595,True,0.022462308
1306,maze-128-128-2-random-14,4,1965.0975464705598,True,1.857052349
1307,warehouse-20-40-10-2-2-random-18,15,,False,2.28900011
1308,maze-128-128-2-random-7,10,,False,
1309,ost003d-random-2,2,384.7472580451142,True,0.36868782
1310,warehouse-20-40-10-2-2-random-2,15,,False,2.2759246
1311,random-64-64-20-random-22,10,395.9655121145937,True,0.26397364
1312,room-32-32-4-random-1,4,119.45584412271572,True,0.046386132
1313,random-32-32-20-random-22,15,,False,3.58943813
1314,empty-32-32-random-19,15,,False,2.47035427
1315,random-64-64-20-random-8,10,433.53405460951757,True,1.33254698
1316,ht_mansion_n-random-3,4,330.72287142747444,True,0.357780897
1317,random-32-32-10-random-7,2,25.31370849898476,True,0.010171347
1318,room-32-32-4-random-22,2,53.72792206135786,True,0.013030997
1319,random-64-64-20-random-10,4,183.0243866176395,True,0.100320964
1320,room-64-64-16-random-25,4,124.35533905932735,True,0.053332974
1321,ht_chantry-random-7,15,1153.2396820942888,True,1.125117135
1322,Boston_0_256-random-15,20,,False,7.130407406
1323,random-32-32-20-random-8,4,82.87005768508881,True,0.028312689
1324,maze-32-32-2-random-6,15,,False,
1325,maze-128-128-10-random-2,2,,False,0.125509713
1326,warehouse-20-40-10-2-2-random-22,20,,False,
1327,empty-8-8-random-8,4,21.82842712474619,True,0.003390299
1328,maze-128-128-10-random-6,2,,False,0.156586228
1329,room-64-64-16-random-14,20,,False,
1330,orz900d-random-14,15,,False,
1331,maze-32-32-4-random-19,20,,False,
1332,empty-8-8-random-6,2,4.242640687119286,True,0.001336158
1333,den520d-random-2,2,209.36753236814704,True,0.314359072
1334,random-64-64-10-random-17,15,597.6417023478423,True,7.483045387
1335,warehouse-20-40-10-2-1-random-24,15,,False,
1336,room-64-64-8-random-7,15,,False,8.065448351
1337,brc202d-random-9,15,,False,
1338,random-64-64-10-random-2,10,265.78174593052023,True,0.217625813
1339,room-64-64-8-random-20,20,,False,
1340,ht_chantry-random-24,10,713.7645019878171,True,1.205955353
1341,Boston_0_256-random-3,4,,False,0.779631184
1342,room-64-64-8-random-6,4,191.6101730552664,True,0.079106873
1343,warehouse-20-40-10-2-2-random-10,15,,False,2.819710329
1344,maze-32-32-4-random-20,4,120.5269119345812,True,0.027623195
1345,empty-48-48-random-2,4,80.72792206135786,True,0.041748939
1346,empty-32-32-random-19,2,43.72792206135786,True,0.012256051
1347,warehouse-10-20-10-2-2-random-23,4,273.15432893255075,True,0.227797829
1348,brc202d-random-14,10,,False,6.706359906
1349,empty-16-16-random-23,15,,False,1.38259012
1350,maze-32-32-4-random-21,20,,False,
1351,w_woundedcoast-random-15,15,,False,
1352,w_woundedcoast-random-8,10,,False,6.336216572
1353,lt_gallowstemplar_n-random-16,2,151.01219330881975,True,0.214550567
1354,ht_mansion_n-random-7,15,,False,
1355,maze-32-32-4-random-13,4,154.08326112068522,True,0.060712284
1356,empty-32-32-random-23,10,188.75230867899742,True,0.064657271
1357,room-32-32-4-random-4,15,,False,2.847608963
1358,random-64-64-10-random-7,4,205.9949493661166,True,0.146555203
1359,lak303d-random-23,4,688.2691193458129,True,0.629279188
1360,den520d-random-12,10,,False,1.21015281
1361,room-64-64-16-random-2,10,491.4873734152914,True,0.357548656
1362,lak303d-random-16,20,,False,
1363,orz900d-random-6,15,,False,
1364,warehouse-20-40-10-2-2-random-12,20,,False,
1365,maze-32-32-2-random-12,10,,False,5.658129691
1366,Berlin_1_256-random-15,10,,False,0.707587426
1367,random-32-32-20-random-2,2,36.14213562373095,True,0.01303282
1368,den520d-random-5,20,,False,7.60307449
1369,empty-48-48-random-21,10,152.50966799187808,True,0.055364071
1370,den520d-random-19,4,472.19090885900994,True,1.017745913
1371,Berlin_1_256-random-10,2,,False,0.245587751
1372,maze-128-128-2-random-4,2,1043.190908859011,True,0.882234464
1373,orz900d-random-7,20,,False,
1374,random-32-32-20-random-6,10,238.43860018001266,True,0.101499699
1375,warehouse-10-20-10-2-2-random-16,4,294.56854249492403,True,0.262192515
1376,room-64-64-8-random-12,10,,False,
1377,Berlin_1_256-random-10,4,,False,0.349212584
1378,room-64-64-8-random-2,20,,False,
1379,maze-128-128-1-random-12,4,,False,
1380,empty-32-32-random-20,10,127.08326112068524,True,0.039859182
1381,warehouse-20-40-10-2-1-random-19,4,804.7106781186549,True,0.622309317
1382,Paris_1_256-random-15,4,,False,0.536833222
1383,empty-16-16-random-24,10,70.59797974644665,True,3.026819878
1384,random-64-64-20-random-16,4,132.74011537017765,True,0.080800159
1385,warehouse-10-20-10-2-1-random-3,2,223.2842712474621,True,0.091367032
1386,den312d-random-6,15,668.4751801064718,True,2.828309804
1387,empty-8-8-random-17,10,,False,0.577128547
1388,random-64-64-20-random-11,2,29.55634918610405,True,0.038851212
1389,maze-128-128-10-random-17,20,,False,4.525588372
1390,empty-48-48-random-25,15,368.5462479183373,True,0.181889734
1391,random-64-64-10-random-5,20,,False,
1392,empty-32-32-random-16,10,167.33809511662432,True,0.058415422
1393,den520d-random-13,15,,False,
1394,Berlin_1_256-random-7,15,,False,1.146990145
1395,Paris_1_256-random-19,4,,False,0.741655919
1396,maze-128-128-2-random-21,10,,False,
1397,empty-8-8-random-24,15,,False,0.677951065
1398,maze-128-128-2-random-16,4,,False,
1399,Boston_0_256-random-19,20,,False,8.420434872
1400,maze-32-32-2-random-10,20,,False,
1401,orz900d-random-16,2,,False,
1402,lt_gallowstemplar_n-random-23,2,144.18376618407353,True,0.211094937
1403,warehouse-10-20-10-2-2-random-19,4,306.8406204335662,True,0.26369434
1404,den520d-random-10,10,1577.8885271170689,True,5.282668775
1405,maze-32-32-2-random-17,15,,False,4.683737386
1406,warehouse-20-40-10-2-1-random-8,20,,False,
1407,warehouse-10-20-10-2-1-random-25,20,,False,
1408,warehouse-20-40-10-2-2-random-2,10,,False,2.159453006
1409,den312d-random-15,20,,False,
1410,ost003d-random-11,20,,False,
1411,maze-128-128-1-random-22,10,,False,4.948165157
1412,orz900d-random-19,20,,False,
1413,den312d-random-9,4,135.87005768508882,True,0.083000696
1414,lak303d-random-13,10,,False,
1415,warehouse-10-20-10-2-2-random-10,10,983.9310242291881,True,0.976186068
1416,room-32-32-4-random-19,2,67.79898987322333,True,0.024972951
1417,ht_chantry-random-12,10,1004.0092347159895,True,1.340262193
1418,room-64-64-16-random-10,15,,False,
1419,empty-32-32-random-8,4,52.071067811865476,True,0.014697675
1420,maze-32-32-2-random-20,4,119.04163056034261,True,0.046697129
1421,maze-128-128-10-random-21,20,,False,5.314421179
1422,random-32-32-10-random-4,15,300.07821048680194,True,4.149512175
1423,ht_mansion_n-random-17,10,900.879292401078,True,1.062851849
1424,lt_gallowstemplar_n-random-10,20,,False,
1425,warehouse-20-40-10-2-1-random-8,2,391.28427124746213,True,0.268179663
1426,maze-32-32-4-random-22,2,110.04163056034258,True,0.166177137
1427,empty-48-48-random-13,2,68.42640687119285,True,0.025520992
1428,warehouse-10-20-10-2-2-random-8,2,92.38477631085024,True,0.106002139
1429,random-32-32-10-random-3,20,,False,
1430,Boston_0_256-random-20,10,,False,1.212344366
1431,lak303d-random-23,2,502.75945135393476,True,0.426739454
1432,random-64-64-10-random-9,15,,False,
1433,empty-16-16-random-16,20,,False,
1434,orz900d-random-2,15,,False,
1435,warehouse-10-20-10-2-1-random-9,15,945.237590053236,True,0.523151916
1436,orz900d-random-25,2,,False,
1437,warehouse-10-20-10-2-2-random-2,10,920.5168106668145,True,1.12434816
1438,random-32-32-20-random-15,20,,False,
1439,maze-32-32-4-random-17,15,,False,3.636524504
1440,lt_gallowstemplar_n-random-8,10,1026.0853531617383,True,5.408099873
1441,ost003d-random-19,20,,False,
1442,ost003d-random-4,2,394.29141392239876,True,0.39043792
1443,Paris_1_256-random-19,15,,False,1.264650854
1444,empty-16-16-random-14,15,,False,1.892029846
1445,brc202d-random-6,15,,False,
1446,room-64-64-8-random-1,10,416.9360748630708,True,0.277105467
1447,room-64-64-8-random-5,20,,False,
1448,empty-16-16-random-16,15,,False,2.060988985
1449,maze-128-128-2-random-20,2,711.3086578651021,True,0.777711662
1450,den520d-random-23,4,330.91883092036767,True,0.630284187
1451,orz900d-random-12,15,,False,
1452,Paris_1_256-random-18,20,,False,7.357128024
1453,Paris_1_256-random-14,4,430.5756851698601,True,0.688211615
1454,maze-32-32-4-random-10,15,,False,3.654134692
1455,room-64-64-8-random-7,20,,False,
1456,warehouse-10-20-10-2-2-random-8,10,823.6761902332489,True,0.684369496
1457,random-32-32-10-random-22,10,193.72287142747456,True,0.545938991
1458,den312d-random-4,20,,False,
1459,maze-32-32-2-random-22,20,,False,
1460,room-32-32-4-random-20,20,,False,
1461,warehouse-20-40-10-2-2-random-7,10,,False,1.992576417
1462,lak303d-random-8,10,1553.4032457428307,True,1.7968737830000001
1463,random-64-64-10-random-15,2,116.62741699796953,True,0.064833773
1464,w_woundedcoast-random-5,2,697.1391770309024,True,2.583705271
1465,maze-128-128-1-random-10,10,,False,
1466,lt_gallowstemplar_n-random-25,2,305.5391052434011,True,0.311205676
1467,Berlin_1_256-random-1,15,,False,1.179757043
1468,room-64-64-16-random-20,2,52.62741699796952,True,0.025013235
1469,warehouse-10-20-10-2-1-random-14,2,197.11269837220814,True,0.086065361
1470,room-32-32-4-random-11,20,,False,
1471,empty-48-48-random-9,15,,False,
1472,warehouse-20-40-10-2-2-random-21,2,233.63961030678936,True,0.527342377
1473,warehouse-20-40-10-2-2-random-7,4,594.6518036156093,True,1.00181698
1474,ht_mansion_n-random-11,2,327.2914139223986,True,0.351433071
1475,lak303d-random-21,10,,False,
1476,maze-32-32-2-random-1,15,621.8944443027282,True,4.716787539
1477,empty-32-32-random-4,4,60.14213562373096,True,0.018220186
1478,random-32-32-20-random-8,15,297.237590053236,True,0.186827325
1479,ht_chantry-random-6,4,354.36753236814707,True,6.793727964
1480,random-64-64-20-random-15,15,,False,2.654219971
1481,w_woundedcoast-random-18,2,,False,1.9205729200000001
1482,maze-32-32-4-random-10,2,47.31370849898477,True,0.012295569
1483,ost003d-random-12,10,1273.2489168102788,True,1.314819722
1484,lt_gallowstemplar_n-random-19,4,159.49747468305833,True,0.331370842
1485,Boston_0_256-random-1,2,224.00714267493623,True,0.487798258
1486,warehouse-10-20-10-2-2-random-15,4,301.953318805774,True,0.273619333
1487,warehouse-20-40-10-2-2-random-24,10,,False,1.733373482
1488,Paris_1_256-random-5,4,,False,0.389309851
1489,empty-8-8-random-21,2,11.65685424949238,True,0.002211026
1490,random-32-32-10-random-6,15,,False,1.59699859
1491,ht_chantry-random-5,4,439.0365799264591,True,0.508457349
1492,brc202d-random-17,15,,False,
1493,random-32-32-10-random-25,2,35.14213562373095,True,0.044436197
1494,random-64-64-20-random-15,4,164.63961030678928,True,0.098571927
1495,den312d-random-7,15,,False,
1496,empty-8-8-random-6,15,,False,0.58698152
1497,Paris_1_256-random-21,2,,False,0.285859041
1498,brc202d-random-4,10,,False,5.084855909
1499,warehouse-20-40-10-2-2-random-19,2,232.55634918610403,True,0.446408202
1500,maze-32-32-2-random-18,2,129.7989898732233,True,0.03262721
1501,ht_mansion_n-random-14,10,831.8132752230958,True,0.820566026
1502,empty-16-16-random-10,15,,False,1.485126637
1503,room-64-64-16-random-23,15,,False,
1504,ht_mansion_n-random-8,15,,False,
1505,Boston_0_256-random-4,10,,False,1.294040344
1506,empty-48-48-random-2,20,,False,
1507,ht_mansion_n-random-13,4,318.2792206135785,True,0.363920258
1508,maze-128-128-1-random-2,10,,False,
1509,lak303d-random-21,4,496.97265478953034,True,0.524414291
1510,empty-16-16-random-8,20,,False,
1511,maze-32-32-2-random-6,2,87.21320343559643,True,0.032582837
1512,maze-32-32-4-random-13,10,,False,5.062256908
1513,Boston_0_256-random-23,2,,False,0.467364815
1514,warehouse-20-40-10-2-1-random-20,2,511.6274169979696,True,0.327000542
1515,empty-48-48-random-11,10,311.5512985522207,True,0.125799501
1516,warehouse-20-40-10-2-2-random-20,2,239.24264068711926,True,0.489511921
1517,ost003d-random-20,10,1266.7098115668787,True,1.880325645
1518,warehouse-20-40-10-2-2-random-6,2,236.81118318204312,True,0.507610687
1519,random-32-32-10-random-12,20,,False,
1520,warehouse-20-40-10-2-2-random-3,15,,False,2.762189473
1521,room-64-64-16-random-23,10,358.39191898578656,True,0.184805556
1522,empty-48-48-random-14,2,81.61017305526642,True,0.029130743
1523,lak303d-random-20,20,,False,
1524,room-64-64-16-random-2,15,,False,7.410308062
1525,warehouse-20-40-10-2-1-random-3,20,,False,
1526,maze-128-128-2-random-7,4,,False,
1527,random-32-32-20-random-6,15,357.79393923934003,True,0.372729362
1528,w_woundedcoast-random-22,20,,False,
1529,ost003d-random-12,2,294.36248173426446,True,0.292573709
1530,warehouse-20-40-10-2-2-random-4,4,549.0121933088199,True,1.061699246
1531,maze-128-128-1-random-5,20,,False,
1532,maze-32-32-2-random-2,10,414.7817459305202,True,0.152337367
1533,maze-128-128-2-random-18,20,,False,
1534,ht_chantry-random-5,10,,False,
1535,room-32-32-4-random-15,20,,False,
1536,random-64-64-10-random-10,10,475.8599564173221,True,2.857357517
1537,room-64-64-16-random-25,15,,False,
1538,warehouse-20-40-10-2-2-random-11,10,1653.234631460407,True,2.803161381
1539,empty-48-48-random-20,15,355.8772003600253,True,1.44378483
1540,w_woundedcoast-random-11,2,765.8254685319173,True,2.627679965
1541,random-32-32-20-random-23,2,60.97056274847715,True,0.016353856
1542,ht_mansion_n-random-19,2,240.1248916810278,True,0.255072143
1543,Berlin_1_256-random-20,4,,False,0.536368816
1544,Berlin_1_256-random-25,20,,False,
1545,Paris_1_256-random-16,10,,False,1.123288511
1546,w_woundedcoast-random-14,15,,False,
1547,warehouse-10-20-10-2-2-random-22,4,317.88225099390877,True,0.327759212
1548,random-64-64-10-random-17,10,356.9482681718907,True,4.486786229
1549,room-64-64-8-random-22,10,470.9066376115481,True,0.344549454
1550,brc202d-random-4,15,,False,7.337622819
1551,random-64-64-10-random-14,15,618.3279938488573,True,3.241588348
1552,orz900d-random-1,15,,False,
1553,random-32-32-10-random-6,2,41.65685424949238,True,0.015344126
1554,warehouse-10-20-10-2-1-random-9,20,,False,
1555,ht_mansion_n-random-18,20,,False,
1556,maze-128-128-2-random-25,15,,False,
1557,random-64-64-20-random-20,4,174.78174593052017,True,0.107980594
1558,warehouse-20-40-10-2-2-random-22,4,,False,0.897284582
1559,empty-48-48-random-5,15,,False,2.318020119
1560,maze-128-128-2-random-16,10,,False,
1561,warehouse-20-40-10-2-1-random-14,10,1711.5290039756349,True,1.4791075679999999
