,scenario,num_agents,Solved,Length,Reduction,Pibt solve time,Solve time
241,ht_mansion_n-random-4,100,True,9772.060590641258,3.427498891775556,5.391,6.6958
242,room-64-64-8-random-11,2,True,62.14484737557956,13.496226785725618,0.0245,0.0272
243,empty-48-48-random-9,15,True,419.994893022656,11.266736792874545,0.1965,0.2255
244,maze-128-128-1-random-6,4,False,2523.923993172101,11.223215153988715,0.2574,0.4068
245,maze-128-128-1-random-25,2,True,1042.6879250028562,11.185014906059948,0.0953,0.1583
246,Berlin_1_256-random-20,100,True,16589.28775847476,9.402806229662763,25.761,27.797
247,empty-8-8-random-21,10,True,45.52691193458119,0.0,0.0052,0.009
248,empty-48-48-random-7,15,True,470.80666053483355,11.969205965394467,0.2563,0.2867
249,ht_chantry-random-20,20,True,1683.1912702567608,8.343611760525913,0.8096,0.9395
250,warehouse-10-20-10-2-2-random-1,100,True,9830.00721816878,4.211556026087946,5.3639,6.6649
251,maze-32-32-4-random-11,10,True,430.14750854098946,7.084175284266965,0.0712,0.0995
252,maze-32-32-4-random-4,20,True,832.2261297799663,4.9615656035370135,0.1201,0.1966
253,den520d-random-9,2,True,215.84270023479678,10.408539087531674,0.233,0.2468
254,room-32-32-4-random-24,4,True,44.78739606025091,5.339493603187038,0.0063,0.0091
255,Berlin_1_256-random-15,20,True,3065.4079251310814,13.41946044081728,4.7685,5.0341
256,empty-8-8-random-16,100,True,204.69343417595164,0.0,0.0207,0.0467
257,random-64-64-20-random-4,100,True,3973.9696952737413,3.598362796729046,1.554,2.1159
258,room-32-32-4-random-20,4,True,60.47749210915062,5.460434439291657,0.0119,0.0157
259,empty-8-8-random-9,4,True,20.38477631085024,0.0,0.0022,0.0036
260,maze-128-128-1-random-4,4,False,2460.7253209480186,11.928227596706563,0.2507,0.3877
261,random-64-64-10-random-22,15,True,568.1609203187871,8.625094605257917,0.339,0.3794
262,empty-32-32-random-10,15,True,321.3712862265865,6.508051877924087,0.1358,0.1623
263,maze-32-32-2-random-2,10,True,431.9321879755941,8.957368925788787,0.0515,0.0861
264,empty-8-8-random-25,100,True,192.45079348883235,0.0,0.0191,0.0431
265,maze-32-32-4-random-12,20,True,794.3056186514215,3.9037227926974567,0.1408,0.2069
266,empty-48-48-random-14,20,True,515.227474264027,6.895960863012383,0.2271,0.2615
267,maze-128-128-10-random-15,20,False,5059.889008561234,24.094074279009394,0.2669,0.8733
268,den520d-random-10,15,True,2368.8136901848707,8.594133657602338,2.0953,2.2662
269,empty-32-32-random-10,20,True,404.14798406209553,5.74172762281874,0.1529,0.1834
270,random-32-32-10-random-15,2,True,43.98601083675154,9.035875474298924,0.0155,0.0181
271,room-32-32-4-random-24,100,True,3209.2309648059263,0.4591079279195224,0.6039,1.1084
272,random-32-32-20-random-7,20,True,365.0369425707481,4.953386475208561,0.08,0.1075
273,ost003d-random-5,15,True,1583.5153829859908,10.915317780824475,0.9809,1.1121
274,random-64-64-10-random-6,2,True,100.45579672575838,4.350027683107427,0.0419,0.0454
275,random-64-64-20-random-17,15,True,441.0926190309531,6.87208984249979,0.1797,0.2161
276,Boston_0_256-random-22,2,True,312.46236521323465,10.447112476704358,0.3876,0.4121
277,random-64-64-20-random-5,15,True,516.0456203094766,7.454399300141419,0.2123,0.2487
278,warehouse-20-40-10-2-2-random-9,15,True,2286.274177181233,4.629787769930427,2.853,3.0717
279,warehouse-10-20-10-2-2-random-25,2,True,96.7106781186547,0.0,0.0681,0.0745
280,warehouse-20-40-10-2-1-random-8,20,True,3543.4548436725827,2.470663729268492,2.5451,2.8228
281,ht_chantry-random-21,15,True,1362.8806758684673,8.17143454291702,0.663,0.7424
282,Boston_0_256-random-25,2,True,250.26462030916792,5.239621626970047,0.4175,0.4401
283,warehouse-20-40-10-2-1-random-5,4,True,820.9650854836912,2.3364165187476647,0.6078,0.6767
284,ht_mansion_n-random-1,20,True,1599.2845382360874,5.204476444024719,0.9789,1.0802
285,lt_gallowstemplar_n-random-23,100,True,12234.931002363366,1.4611022826893432,5.4991,6.8734
286,empty-16-16-random-11,15,True,126.00814149433424,0.31724079557617485,0.0209,0.0316
287,orz900d-random-7,100,False,85611.5910787713,0.048280718145794085,56.8806,61.5446
288,lt_gallowstemplar_n-random-14,100,True,10554.336524810025,1.1686669444126636,5.0087,6.4115
289,warehouse-20-40-10-2-1-random-25,20,True,3659.3932205374585,0.22020750016928672,2.4953,2.7401
290,random-64-64-20-random-5,2,True,43.600016504231704,12.572757024766492,0.0142,0.0171
291,Paris_1_256-random-3,10,True,1403.1231636438717,11.085804437502066,2.3,2.4004
292,random-32-32-10-random-23,2,True,47.64706931388772,12.73107625014517,0.0157,0.0189
293,Boston_0_256-random-5,20,True,3161.6729965536356,9.42369041484119,4.7975,5.0758
294,empty-48-48-random-12,100,True,2900.7571642636867,2.5631099582473085,1.3081,1.6949
295,orz900d-random-13,100,False,88103.0500097444,0.04447705252943716,65.9499,70.7905
296,maze-128-128-2-random-17,100,False,50968.34566756108,9.33543473509866,6.983,11.6835
297,Berlin_1_256-random-25,20,True,2998.9129584674233,12.76333222528975,4.6647,4.8981
298,maze-128-128-2-random-19,20,True,10226.833892885099,11.656519157433571,1.3172,2.1184
299,ost003d-random-8,20,True,2583.061503915088,10.219330430747538,1.7265,1.985
300,lt_gallowstemplar_n-random-19,4,True,166.73898290563778,8.14385567067957,0.0673,0.0766
301,ht_chantry-random-10,10,True,824.7186858319453,9.85632581886509,0.3725,0.4266
302,warehouse-20-40-10-2-2-random-7,100,True,19198.403234466616,6.23445539889469,22.1998,24.992
303,Berlin_1_256-random-18,15,True,2343.433730824153,14.287961590775144,4.2062,4.3652
304,random-64-64-20-random-3,100,True,4012.076900503933,4.169718181122032,1.6878,2.2032
305,maze-32-32-2-random-14,20,True,942.5864813458664,7.72385093024716,0.1094,0.23
306,empty-48-48-random-4,4,True,99.31310549461648,16.248533270206607,0.0657,0.072
307,den312d-random-22,100,True,6202.978861168445,0.820101041067332,1.6052,2.2977
308,orz900d-random-23,20,False,20185.4540736152,0.06504291630193815,13.3198,14.8032
309,orz900d-random-11,100,False,92004.91128573791,0.03939687855933861,65.5328,70.6023
310,empty-16-16-random-2,20,True,220.93240024718577,0.6748753962729898,0.0408,0.056
